,Level_A,Level_B,Level_C,Level_D,ids
280,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0799 inosine-5-monophosphate dehydrogenase	K00088 IMPDH; IMP dehydrogenase [EC:1.1.1.205],NGO0799
281,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0221 nucleoside-triphosphate diphosphatase	K01519 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66],NGO0221
282,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_2164 guaA; GMP synthase	K01951 guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],NGO2164
283,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1310 guanylate kinase	K00942 gmk; guanylate kinase [EC:2.7.4.8],NGO1310
284,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0614 ribonucleotide-diphosphate reductase subunit alpha	K00525 E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],NGO0614
285,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0615 ribonucleotide-diphosphate reductase subunit beta	K00526 E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],NGO0615
286,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],"NGO_1308 guanosine-3'	K01139 spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",NGO1308
287,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],"NGO_1041 exopolyphosphatase	K01524 ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",NGO1041
288,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_1382 GTP pyrophosphokinase	K00951 relA; GTP pyrophosphokinase [EC:2.7.6.5],NGO1382
290,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0398 adenylosuccinate synthetase	K01939 purA; adenylosuccinate synthase [EC:6.3.4.4],NGO0398
291,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0400 adenylate kinase	K00939 adk; adenylate kinase [EC:2.7.4.3],NGO0400
292,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ngo00230],NGO_0231 diadenosine tetraphosphatase	K01525 apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41],NGO0231
294,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0048 carB; carbamoyl phosphate synthase large subunit	K01955 carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],NGO0048
295,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0053 carbamoyl-phosphate synthase	K01956 carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],NGO0053
296,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1877 aspartate carbamoyltransferase catalytic subunit	K00609 pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2],NGO1877
297,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1876 aspartate carbamoyltransferase	K00610 pyrI; aspartate carbamoyltransferase regulatory subunit,NGO1876
298,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0255 dihydroorotase	K01465 URA4; dihydroorotase [EC:3.5.2.3],NGO0255
299,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1761 dihydroorotate dehydrogenase	K00254 DHODH; dihydroorotate dehydrogenase [EC:1.3.5.2],NGO1761
300,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0029 pyrE; orotate phosphoribosyltransferase	K00762 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10],NGO0029
301,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0401 orotidine 5'-phosphate decarboxylase	K01591 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],NGO0401
302,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1973 uridylate kinase	K09903 pyrH; uridylate kinase [EC:2.7.4.22],NGO1973
304,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1212 pyrG; CTP synthetase	K01937 pyrG; CTP synthase [EC:6.3.4.2],NGO1212
305,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0605 cytidylate kinase	K00945 cmk; CMP/dCMP kinase [EC:2.7.4.25],NGO0605
306,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1058 stationary phase survival protein SurE	K03787 surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],NGO1058
307,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0353 upp; uracil phosphoribosyltransferase	K00761 upp; uracil phosphoribosyltransferase [EC:2.4.2.9],NGO0353
308,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0421 dcd; deoxycytidine triphosphate deaminase	K01494 dcd; dCTP deaminase [EC:3.5.4.13],NGO0421
309,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0614 ribonucleotide-diphosphate reductase subunit alpha	K00525 E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],NGO0614
310,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0615 ribonucleotide-diphosphate reductase subunit beta	K00526 E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],NGO0615
311,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0239 tmk; thymidylate kinase	K00943 tmk; dTMP kinase [EC:2.7.4.9],NGO0239
312,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_0459 deoxyuridine 5'-triphosphate nucleotidohydrolase	K01520 dut; dUTP pyrophosphatase [EC:3.6.1.23],NGO0459
313,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1357 thymidylate synthase	K00560 thyA; thymidylate synthase [EC:2.1.1.45],NGO1357
314,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ngo00240],NGO_1079 malonic semialdehyde reductase	K16066 ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-],NGO1079
315,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1452 aromatic amino acid aminotransferase	K00813 aspC; aspartate aminotransferase [EC:2.6.1.1],NGO1452
316,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1568 L-aspartate oxidase	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16],NGO1568
317,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1339 asparaginase	K01424 E3.5.1.1; L-asparaginase [EC:3.5.1.1],NGO1339
318,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1047 aminotransferase	K14260 alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],NGO1047
319,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0556 aspA; aspartate ammonia-lyase	K01744 aspA; aspartate ammonia-lyase [EC:4.3.1.1],NGO0556
320,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1961 argininosuccinate synthase	K01940 argG; argininosuccinate synthase [EC:6.3.4.5],NGO1961
321,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0219 argininosuccinate lyase	K01755 argH; argininosuccinate lyase [EC:4.3.2.1],NGO0219
322,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0398 adenylosuccinate synthetase	K01939 purA; adenylosuccinate synthase [EC:6.3.4.4],NGO0398
323,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1711 adenylosuccinate lyase	K01756 purB; adenylosuccinate lyase [EC:4.3.2.2],NGO1711
324,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1877 aspartate carbamoyltransferase catalytic subunit	K00609 pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2],NGO1877
325,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1876 aspartate carbamoyltransferase	K00610 pyrI; aspartate carbamoyltransferase regulatory subunit,NGO1876
326,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1061 gabD; succinate-semialdehyde dehydrogenase	K00135 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],NGO1061
327,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0665 aldehyde dehydrogenase	K08324 sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24],NGO0665
328,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1358 hypothetical protein	K00262 E1.4.1.4; glutamate dehydrogenase (NADP+) [EC:1.4.1.4],NGO1358
330,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_1600 glutamine synthetase	K01915 glnA; glutamine synthetase [EC:6.3.1.2],NGO1600
331,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0048 carB; carbamoyl phosphate synthase large subunit	K01955 carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],NGO0048
332,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0053 carbamoyl-phosphate synthase	K01956 carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5],NGO0053
333,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_2045 glucosamine--fructose-6-phosphate aminotransferase	K00820 glmS; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],NGO2045
334,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ngo00250]",NGO_0263 amidophosphoribosyltransferase	K00764 purF; amidophosphoribosyltransferase [EC:2.4.2.14],NGO0263
335,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0956 aspartate kinase	K00928 lysC; aspartate kinase [EC:2.7.2.4],NGO0956
336,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1997 aspartate-semialdehyde dehydrogenase	K00133 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],NGO1997
337,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0779 homoserine dehydrogenase	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3],NGO0779
338,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_2075 serine kinase	K02204 thrB2; homoserine kinase type II [EC:2.7.1.39],NGO2075
339,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0689 threonine synthase	K01733 thrC; threonine synthase [EC:4.2.3.1],NGO0689
340,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0866 glyA; serine hydroxymethyltransferase	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1],NGO0866
341,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]","NGO_1258 gpmA; phosphoglyceromutase	K01834 PGAM; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",NGO1258
342,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1283 MFS transporter	K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52],NGO1283
343,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1468 phosphoserine phosphatase	K01079 serB; phosphoserine phosphatase [EC:3.1.3.3],NGO1468
344,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1079 malonic semialdehyde reductase	K16066 ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-],NGO1079
345,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1325 glycine dehydrogenase	K00281 GLDC; glycine dehydrogenase [EC:1.4.4.2],NGO1325
346,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1406 glycine cleavage system protein T	K00605 gcvT; aminomethyltransferase [EC:2.1.2.10],NGO1406
347,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0562 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0562
348,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0915 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0915
349,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0925 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0925
350,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1404 glycine cleavage system protein H	K02437 gcvH; glycine cleavage system H protein,NGO1404
351,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0586 CDP-diacylglycerol--serine O-phosphatidyltransferase	K17103 CHO1; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],NGO0586
352,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_1773 serine dehydratase	K01752 E4.3.1.17; L-serine dehydratase [EC:4.3.1.17],NGO1773
353,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0444 threonine dehydratase	K01754 E4.3.1.19; threonine dehydratase [EC:4.3.1.19],NGO0444
354,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0248 tryptophan synthase alpha chain	K01695 trpA; tryptophan synthase alpha chain [EC:4.2.1.20],NGO0248
355,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ngo00260]",NGO_0274 tryptophan synthase subunit alpha	K01696 trpB; tryptophan synthase beta chain [EC:4.2.1.20],NGO0274
356,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1423 serine acetyltransferase	K00640 cysE; serine O-acetyltransferase [EC:2.3.1.30],NGO1423
357,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0340 cysteine synthase	K01738 cysK; cysteine synthase [EC:2.5.1.47],NGO0340
358,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0386 cystathionine gamma-synthase	K01760 metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13],NGO0386
359,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0928 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	K00549 metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],NGO0928
360,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0106 S-adenosylmethionine synthetase	K00789 metK; S-adenosylmethionine synthetase [EC:2.5.1.6],NGO0106
361,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0435 spermidine synthase	K00797 speE; spermidine synthase [EC:2.5.1.16],NGO0435
362,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0345 5'-methylthioadenosine nucleosidase	K01243 mtnN; adenosylhomocysteine nucleosidase [EC:3.2.2.9],NGO0345
364,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1329 aromatic amino acid aminotransferase	K00832 tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],NGO1329
368,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0676 modification methylase	K00558 DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],NGO0676
373,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_2102 S-ribosylhomocysteinase	K07173 luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21],NGO2102
374,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0956 aspartate kinase	K00928 lysC; aspartate kinase [EC:2.7.2.4],NGO0956
375,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1997 aspartate-semialdehyde dehydrogenase	K00133 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],NGO1997
376,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0779 homoserine dehydrogenase	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3],NGO0779
377,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_0933 metX; homoserine acetyltransferase	K00641 metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],NGO0933
378,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1149 O-succinylhomoserine sulfhydrolase	K10764 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],NGO1149
379,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1665 branched-chain amino acid aminotransferase	K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42],NGO1665
381,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1217 glutathione synthetase	K01920 gshB; glutathione synthase [EC:6.3.2.3],NGO1217
382,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1452 aromatic amino acid aminotransferase	K00813 aspC; aspartate aminotransferase [EC:2.6.1.1],NGO1452
383,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1773 serine dehydratase	K01752 E4.3.1.17; L-serine dehydratase [EC:4.3.1.17],NGO1773
384,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ngo00270],NGO_1283 MFS transporter	K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52],NGO1283
385,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ngo00280]",NGO_1665 branched-chain amino acid aminotransferase	K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42],NGO1665
386,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ngo00280]",NGO_0562 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0562
387,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ngo00280]",NGO_0915 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0915
388,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ngo00280]",NGO_0925 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4],NGO0925
389,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ngo00280]",NGO_1243 3-hydroxyacid dehydrogenase	K00020 HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],NGO1243
390,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0444 threonine dehydratase	K01754 E4.3.1.19; threonine dehydratase [EC:4.3.1.19],NGO0444
391,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0679 isopropylmalate isomerase	K01703 leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],NGO0679
392,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0677 hypothetical protein	K01704 leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],NGO0677
393,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0674 3-isopropylmalate dehydrogenase	K00052 leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85],NGO0674
394,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_1236 acetolactate synthase 3 catalytic subunit	K01652 E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6],NGO1236
395,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_1235 acetolactate synthase	K01653 E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6],NGO1235
396,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_1233 ketol-acid reductoisomerase	K00053 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86],NGO1233
397,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0809 dihydroxy-acid dehydratase	K01687 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9],NGO0809
398,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_1665 branched-chain amino acid aminotransferase	K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42],NGO1665
399,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0082 valine--pyruvate aminotransferase	K00835 avtA; valine--pyruvate aminotransferase [EC:2.6.1.66],NGO0082
400,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_1047 aminotransferase	K14260 alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],NGO1047
401,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ngo00290]",NGO_0848 2-isopropylmalate synthase	K01649 leuA; 2-isopropylmalate synthase [EC:2.3.3.13],NGO0848
402,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0779 homoserine dehydrogenase	K00003 hom; homoserine dehydrogenase [EC:1.1.1.3],NGO0779
403,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0956 aspartate kinase	K00928 lysC; aspartate kinase [EC:2.7.2.4],NGO0956
404,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_1997 aspartate-semialdehyde dehydrogenase	K00133 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],NGO1997
405,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0947 dihydrodipicolinate synthase	K01714 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],NGO0947
406,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_1781 dihydrodipicolinate reductase	K00215 dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8],NGO1781
407,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],"NGO_1667 2	K00674 dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]",NGO1667
408,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0646 argD; acetylornithine aminotransferase	K00821 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],NGO0646
409,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0460 succinyldiaminopimelate aminotransferase	K14267 dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17],NGO0460
410,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0991 succinyl-diaminopimelate desuccinylase	K01439 dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18],NGO0991
411,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ngo00300],NGO_0338 diaminopimelate epimerase	K01778 dapF; diaminopimelate epimerase [EC:5.1.1.7],NGO0338
