,Level_A,Level_B,Level_C,Level_D,ids
238,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB0879 cysA; sulfate ABC transporter, ATP-binding protein	K02045 cysA; sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]",NMB0879
240,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1191 cysN-2; sulfate adenylyltransferase, subunit 1	K00956 cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]",NMB1191
241,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1154 cysD-1; sulfate adenylyltransferase, subunit 2	K00957 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]",NMB1154
242,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1192 cysD-2; sulfate adenylyltransferase, subunit 2	K00957 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]",NMB1192
243,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB1155 cysH-1; phosphoadenosine phosphosulfate reductase	K00390 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],NMB1155
244,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB1193 cysH-2; phosphoadenosine phosphosulfate reductase	K00390 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],NMB1193
246,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1190 cysJ-2; sulfite reductase (NADPH) flavoprotein, alpha component	K00380 cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]",NMB1190
247,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1151 cysI-1; sulfite reductase hemoprotein, beta-component	K00381 cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]",NMB1151
248,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],"NMB1189 cysI-2; sulfite reductase hemoprotein, beta-component	K00381 cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]",NMB1189
249,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB0560 cysE; serine acetyltransferase	K00640 cysE; serine O-acetyltransferase [EC:2.3.1.30],NMB0560
250,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB0763 cysK; cysteine synthase	K01738 cysK; cysteine synthase [EC:2.5.1.47],NMB0763
251,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB0940 homoserine O-acetyltransferase	K00641 metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],NMB0940
252,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB0802 metB; cystathionine gamma-synthase	K01739 metB; cystathionine gamma-synthase [EC:2.5.1.48],NMB0802
253,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:nme00920],NMB1609 trans-sulfuration enzyme family protein	K10764 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],NMB1609
254,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],"NMB1139 accA-1; acetyl-CoA carboxylase, carboxyl transferase alpha subunit	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]",NMB1139
255,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],"NMB1177 accA-2; acetyl-CoA carboxylase, carboxyl transferase alpha subunit	K01962 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]",NMB1177
256,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],"NMB1860 accB; acetyl-CoA carboxylase, biotin carboxyl carrier protein	K02160 accB; acetyl-CoA carboxylase biotin carboxyl carrier protein",NMB1860
257,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],"NMB1861 accC; acetyl-CoA carboxylase, biotin carboxylase	K01961 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",NMB1861
258,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],"NMB0679 accD; acetyl-CoA carboxylase, carboxyl transferase beta subunit	K01963 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]",NMB0679
259,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB0220 acp-1; acyl carrier protein	K02078 acpP; acyl carrier protein,NMB0220
262,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1918 fabD; malonyl CoA-acyl carrier protein transacylase	K00645 fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],NMB1918
263,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1916 fabH; 3-oxoacyl-(acyl-carrier-protein) synthase III	K00648 fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],NMB1916
264,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB0219 fabF-1; 3-oxoacyl-(acyl-carrier-protein) synthase II	K09458 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],NMB0219
265,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1703 fabF-2; 3-oxoacyl-(acyl-carrier-protein) synthase II	K09458 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],NMB1703
266,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1921 fabG-2; 3-oxoacyl-(acyl-carrier-protein) reductase	K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],NMB1921
267,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1702 fabG-1; 3-oxoacyl-(acyl-carrier-protein) reductase	K00059 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],NMB1702
268,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB0179 fabZ; (3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase	K02372 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],NMB0179
269,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB0336 fabI; enoyl-(acyl-carrier-protein) reductase	K00208 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],NMB0336
270,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1276 fadD-1; long-chain-fatty-acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NMB1276
271,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:nme00061],NMB1555 fadD-2; long-chain-fatty-acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NMB1555
272,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:nme00071],NMB1276 fadD-1; long-chain-fatty-acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NMB1276
273,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:nme00071],NMB1555 fadD-2; long-chain-fatty-acid--CoA ligase	K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3],NMB1555
274,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:nme00071],NMB1304 alcohol dehydrogenase	K00121 frmA; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],NMB1304
275,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:nme00071],"NMB0546 adhP; alcohol dehydrogenase, propanol-preferring	K13953 adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",NMB0546
276,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:nme00561],NMB1268 conserved hypothetical protein	K00865 glxK; glycerate 2-kinase [EC:2.7.1.165],NMB1268
279,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:nme00561],NMB2034 putative 1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NMB2034
280,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:nme00561],NMB1294 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NMB1294
281,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:nme00561],NMB1558 dgkA; diacylglycerol kinase	K00901 dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107],NMB1558
282,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB2060 gpsA; glycerol-3-phosphate dehydrogenase (NAD+)	K00057 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],NMB2060
284,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB2034 putative 1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NMB2034
285,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB1294 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],NMB1294
286,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB1558 dgkA; diacylglycerol kinase	K00901 dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107],NMB1558
287,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB0464 putative phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NMB0464
288,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB0185 cdsA; phosphatidate cytidylyltransferase	K00981 E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41],NMB0185
289,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB1318 pssA; CDP-diacylglycerol--serine O-phosphatidyltransferse	K17103 CHO1; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8],NMB1318
290,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB0963 phosphatidylserine decarboxylase precursor-related protein	K01613 psd; phosphatidylserine decarboxylase [EC:4.1.1.65],NMB0963
291,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB1588 pgsA; CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	K00995 pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5],NMB1588
292,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:nme00564],NMB0386 pgpA; phosphatidylglycerophosphatase A	K01095 pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27],NMB0386
294,09100 Metabolism,09103 Lipid metabolism,00565 Ether lipid metabolism [PATH:nme00565],NMB0464 putative phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NMB0464
295,09100 Metabolism,09103 Lipid metabolism,00590 Arachidonic acid metabolism [PATH:nme00590],NMB0464 putative phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NMB0464
296,09100 Metabolism,09103 Lipid metabolism,00590 Arachidonic acid metabolism [PATH:nme00590],NMB1621 gpxA; glutathione peroxidase	K00432 gpx; glutathione peroxidase [EC:1.11.1.9],NMB1621
297,09100 Metabolism,09103 Lipid metabolism,00591 Linoleic acid metabolism,NMB0464 putative phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NMB0464
298,09100 Metabolism,09103 Lipid metabolism,00592 alpha-Linolenic acid metabolism [PATH:nme00592],NMB0464 putative phospholipase A1	K01058 pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4],NMB0464
300,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1064 conserved hypothetical protein	K01515 nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-],NMB1064
301,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0790 pgm; phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2],NMB0790
302,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0875 prsA; ribose-phosphate pyrophosphokinase	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1],NMB0875
303,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0690 purF; amidophosphoribosyltransferase	K00764 purF; amidophosphoribosyltransferase [EC:2.4.2.14],NMB0690
304,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB2151 purD; phosphoribosylamine--glycine ligase	K01945 purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13],NMB2151
305,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1566 purN; phosphoribosylglycinamide formyltransferase	K11175 purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2],NMB1566
306,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1996 purL; phosphoribosylformylglycinamidine synthase	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3],NMB1996
307,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1252 purM; phosphoribosylformylglycinamidine cyclo-ligase	K01933 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1],NMB1252
308,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1019 purK; phosphoribosylaminoimidazole carboxylase, ATPase subunit	K01589 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]",NMB1019
309,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1439 purE; phosphoribosylaminoimidazole carboxylase, catalytic subunit	K01588 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]",NMB1439
310,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0757 purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923 purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],NMB0757
311,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0284 purB; adenylosuccinate lyase	K01756 purB; adenylosuccinate lyase [EC:4.3.2.2],NMB0284
312,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0983 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	K00602 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],NMB0983
313,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1662 apt; adenine phosphoribosyltransferase	K00759 APRT; adenine phosphoribosyltransferase [EC:2.4.2.7],NMB1662
315,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1484 surE; stationary-phase survival protein SurE	K03787 surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],NMB1484
317,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB2047 putative hypoxanthine-guanine phosphoribosyltransferase	K00760 hprT; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],NMB2047
318,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1201 guaB; IMP dehydrogenase	K00088 IMPDH; IMP dehydrogenase [EC:1.1.1.205],NMB1201
319,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1307 ndk; nucleoside diphosphate kinase	K00940 ndk; nucleoside-diphosphate kinase [EC:2.7.4.6],NMB1307
320,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0639 conserved hypothetical protein	K01519 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66],NMB0639
321,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1920 guaA; GMP synthase	K01951 guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],NMB1920
322,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1661 gmk; guanylate kinase	K00942 gmk; guanylate kinase [EC:2.7.4.8],NMB1661
323,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1291 nrdA; ribonucleoside-diphosphate reductase, alpha subunit	K00525 E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",NMB1291
324,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1288 nrdB; ribonucleoside-diphosphate reductase, beta subunit	K00526 E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",NMB1288
325,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1659 spoT; guanosine-3`,5`-bis(diphosphate) 3`-pyrophosphohydrolase	K01139 spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",NMB1659
326,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1467 ppx; exopolyphosphatase	K01524 ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",NMB1467
327,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB1735 relA; GTP pyrophosphokinase	K00951 relA; GTP pyrophosphokinase [EC:2.7.6.5],NMB1735
328,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0815 purA; adenylosuccinate synthetase	K01939 purA; adenylosuccinate synthase [EC:6.3.4.4],NMB0815
329,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],NMB0823 adk; adenylate kinase	K00939 adk; adenylate kinase [EC:2.7.4.3],NMB0823
331,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1191 cysN-2; sulfate adenylyltransferase, subunit 1	K00956 cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]",NMB1191
332,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1154 cysD-1; sulfate adenylyltransferase, subunit 2	K00957 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]",NMB1154
333,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:nme00230],"NMB1192 cysD-2; sulfate adenylyltransferase, subunit 2	K00957 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]",NMB1192
334,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB1855 carB; carbamoyl-phosphate synthase, large subunit	K01955 carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",NMB1855
335,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB1849 carA; carbamoyl-phosphate synthase, small subunit	K01956 carA; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",NMB1849
336,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB0106 pyrB; aspartate carbamoyltransferase, catalytic subunit	K00609 pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]",NMB0106
337,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB0107 pyrI; aspartate carbamoyltransferase, regulatory subunit	K00610 pyrI; aspartate carbamoyltransferase regulatory subunit",NMB0107
338,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0682 pyrC; dihydroorotase	K01465 URA4; dihydroorotase [EC:3.5.2.3],NMB0682
339,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0221 pyrD; dihydroorotate dehydrogenase	K00254 DHODH; dihydroorotate dehydrogenase [EC:1.3.5.2],NMB0221
340,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1874 pyrE; orotate phosphoribosyltransferase	K00762 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10],NMB1874
341,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0824 pyrF; orotidine 5`-phosphate decarboxylase	K01591 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],NMB0824
342,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB2103 pyrH; uridylate kinase	K09903 pyrH; uridylate kinase [EC:2.7.4.22],NMB2103
343,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1307 ndk; nucleoside diphosphate kinase	K00940 ndk; nucleoside-diphosphate kinase [EC:2.7.4.6],NMB1307
345,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1554 pyrG; CTP synthase	K01937 pyrG; CTP synthase [EC:6.3.4.2],NMB1554
346,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1300 cmk; cytidylate kinase	K00945 cmk; CMP/dCMP kinase [EC:2.7.4.25],NMB1300
348,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1484 surE; stationary-phase survival protein SurE	K03787 surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6],NMB1484
349,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0774 upp; uracil phosphoribosyltransferase	K00761 upp; uracil phosphoribosyltransferase [EC:2.4.2.9],NMB0774
350,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0849 putative deoxycytidine triphosphate deaminase	K01494 dcd; dCTP deaminase [EC:3.5.4.13],NMB0849
351,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB1291 nrdA; ribonucleoside-diphosphate reductase, alpha subunit	K00525 E1.17.4.1A; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",NMB1291
352,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],"NMB1288 nrdB; ribonucleoside-diphosphate reductase, beta subunit	K00526 E1.17.4.1B; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",NMB1288
353,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0670 tmk; thymidylate kinase	K00943 tmk; dTMP kinase [EC:2.7.4.9],NMB0670
354,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0893 dut; deoxyuridine 5`-triphosphate nucleotidohydrolase	K01520 dut; dUTP pyrophosphatase [EC:3.6.1.23],NMB0893
355,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB1709 thyA; thymidylate synthase	K00560 thyA; thymidylate synthase [EC:2.1.1.45],NMB1709
356,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:nme00240],NMB0924 oxidoreductase	K16066 ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-],NMB0924
357,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB0540 aspC; aspartate aminotransferase	K00813 aspC; aspartate aminotransferase [EC:2.6.1.1],NMB0540
358,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB0392 nadB; l-aspartate oxidase	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16],NMB0392
359,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB1688 ansA; L-asparaginase I	K01424 E3.5.1.1; L-asparaginase [EC:3.5.1.1],NMB1688
361,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB1029 aspA; aspartate ammonia-lyase	K01744 aspA; aspartate ammonia-lyase [EC:4.3.1.1],NMB1029
362,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB2129 argG; argininosuccinate synthase	K01940 argG; argininosuccinate synthase [EC:6.3.4.5],NMB2129
363,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB0637 argH; argininosuccinate lyase	K01755 argH; argininosuccinate lyase [EC:4.3.2.1],NMB0637
364,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB0815 purA; adenylosuccinate synthetase	K01939 purA; adenylosuccinate synthase [EC:6.3.4.4],NMB0815
365,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]",NMB0284 purB; adenylosuccinate lyase	K01756 purB; adenylosuccinate lyase [EC:4.3.2.2],NMB0284
366,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]","NMB0106 pyrB; aspartate carbamoyltransferase, catalytic subunit	K00609 pyrB; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]",NMB0106
367,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:nme00250]","NMB0107 pyrI; aspartate carbamoyltransferase, regulatory subunit	K00610 pyrI; aspartate carbamoyltransferase regulatory subunit",NMB0107
