,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1346,NMB0641,NGO_0223,98.876,178,2,0,1,178,1,178,7.2e-131,360.0,178,1.0,<=>
1347,NMB0642,NGO_0224,94.04,151,9,0,3,153,1,151,1.28e-104,291.0,153,0.9869281045751634,<=>
1349,NMB0643,NGO_0225,96.988,498,15,0,1,498,1,498,0.0,994.0,609,0.8177339901477833,<=>
1354,NMB0647,NGO_0225,94.089,203,12,0,211,413,427,629,6.49e-136,399.0,413,0.4915254237288136,->
1355,NMB0648,NGO_0226,100.0,141,0,0,1,141,1,141,5.26e-105,291.0,141,1.0,<=>
1357,NMB0649,NGO_01225,79.545,44,9,0,32,75,21,64,3.12e-22,77.4,75,0.5866666666666667,<=>
1358,NMB0650,NGO_0229,92.308,130,10,0,11,140,1,130,1.2999999999999998e-69,202.0,140,0.9285714285714286,->
1360,NMB0651,NGO_0229,93.077,130,9,0,1,130,1,130,1.77e-70,203.0,130,1.0,<=>
1362,NMB0652,NGO_1584,97.134,314,9,0,1,314,1,314,0.0,623.0,314,1.0,<=>
1366,NMB0653,NGO_1585,78.83,359,25,2,1,308,1,359,0.0,540.0,423,0.8486997635933806,->
1374,NMB0655,NGO_1589,84.173,139,22,0,1,139,1,139,1.48e-84,247.0,236,0.5889830508474576,->
1379,NMB0658,NGO_08465,97.701,87,2,0,1,87,1,87,2.7700000000000002e-58,169.0,87,1.0,<=>
1380,NMB0659,NGO_1596,94.03,134,8,0,1,134,1,134,3.54e-87,246.0,134,1.0,<=>
1382,NMB0660,NGO_0229,66.154,130,44,0,1,130,1,130,6.21e-50,152.0,130,1.0,->
1383,NMB0661,NGO_0230,98.148,486,9,0,282,767,1,486,0.0,960.0,767,0.6336375488917861,<=>
1385,NMB0662,NGO_0232,94.615,130,7,0,1,130,1,130,3.82e-87,246.0,130,1.0,<=>
1387,NMB0663,NGO_0233,93.75,176,10,1,1,175,1,176,2.4400000000000002e-103,290.0,175,1.0057142857142858,<=>
1399,NMB0665,NGO_0234,97.449,392,10,0,1,392,1,392,0.0,794.0,392,1.0,<=>
1401,NMB0666,NGO_0235,91.809,818,63,1,27,840,11,828,0.0,1541.0,842,0.9714964370546318,<=>
1402,NMB0667,NGO_0236,98.368,429,7,0,1,429,1,429,0.0,874.0,429,1.0,<=>
1403,NMB0668,NGO_0237,93.194,191,13,0,1,191,1,191,1.1599999999999998e-134,370.0,191,1.0,<=>
1404,NMB0670,NGO_0239,98.551,207,3,0,1,207,1,207,6.15e-153,418.0,207,1.0,<=>
1405,NMB0672,NGO_0242,84.348,345,53,1,1,345,1,344,0.0,573.0,345,1.0,<=>
1406,NMB0673,NGO_0243,97.126,174,5,0,3,176,1,174,3.74e-127,351.0,196,0.8877551020408163,<=>
1407,NMB0674,NGO_0244,100.0,61,0,0,1,61,1,61,1.93e-41,125.0,61,1.0,<=>
1408,NMB0675,NGO_0245,97.638,254,6,0,1,254,1,254,0.0,505.0,254,1.0,<=>
1409,NMB0676,NGO_0246,96.939,98,3,0,1,98,1,98,1.27e-69,200.0,134,0.7313432835820896,<=>
1417,NMB0677,NGO_01330,97.436,39,1,0,1,39,1,39,2.2099999999999997e-23,78.2,39,1.0,<=>
1418,NMB0678,NGO_0248,95.802,262,11,0,1,262,1,262,0.0,502.0,262,1.0,<=>
1419,NMB0679,NGO_0249,97.595,291,7,0,1,291,1,291,0.0,586.0,291,1.0,<=>
1420,NMB0680,NGO_0250,91.176,204,18,0,1,204,1,204,2.47e-141,389.0,204,1.0,<=>
1421,NMB0681,NGO_01355,94.667,75,4,0,1,75,1,75,9.03e-50,147.0,75,1.0,<=>
1422,NMB0682,NGO_0255,99.42,345,2,0,1,345,1,345,0.0,700.0,345,1.0,<=>
1423,NMB0683,NGO_0256,97.887,142,3,0,1,142,1,142,1.93e-102,285.0,142,1.0,<=>
1424,NMB0684,NGO_0257,96.855,159,5,0,1,159,1,159,1.09e-111,310.0,159,1.0,<=>
1425,NMB0685,NGO_0258,99.074,108,1,0,1,108,1,108,4.12e-77,218.0,108,1.0,<=>
1426,NMB0686,NGO_0259,96.476,227,8,0,1,227,1,227,2.08e-155,427.0,240,0.9458333333333333,<=>
1427,NMB0687,NGO_0260,98.377,308,5,0,18,325,1,308,0.0,618.0,325,0.9476923076923077,<=>
1433,NMB0688,NGO_0261,91.388,209,18,0,1,209,1,209,5.79e-141,388.0,209,1.0,<=>
1434,NMB0689,NGO_0262,98.78,164,2,0,1,164,1,164,9e-118,326.0,164,1.0,<=>
1436,NMB0690,NGO_0263,97.476,515,13,0,1,515,1,515,0.0,1036.0,515,1.0,<=>
1438,NMB0691,NGO_0264,89.759,166,17,0,1,166,1,166,1.4e-104,293.0,166,1.0,<=>
1439,NMB0692,NGO_0265,89.914,347,21,3,1,333,1,347,0.0,585.0,333,1.042042042042042,<=>
1440,NMB0693,NGO_0266,93.647,425,27,0,1,425,1,425,0.0,828.0,425,1.0,<=>
1441,NMB0694,NGO_0267,93.289,149,8,1,1,149,1,147,2.33e-93,263.0,149,1.0,<=>
1442,NMB0695,NGO_0268,95.833,120,5,0,1,120,1,120,5.19e-84,237.0,120,1.0,<=>
1444,NMB0696,NGO_0269,99.177,243,2,0,1,243,1,243,0.0,494.0,243,1.0,<=>
1474,NMB0697,NGO_0272,95.769,260,11,0,1,260,1,260,0.0,503.0,260,1.0,<=>
1475,NMB0698,NGO_01470,93.81,210,6,1,28,230,1,210,9.29e-146,401.0,230,0.9130434782608695,<=>
1476,NMB0699,NGO_0274,96.01,401,16,0,1,401,1,401,0.0,797.0,401,1.0,<=>
1477,NMB0700,NGO_0275,83.593,1219,156,4,1,1176,1,1218,0.0,2101.0,1816,0.6712555066079295,<=>
1482,NMB0702,NGO_0276,96.098,692,27,0,1,692,69,760,0.0,1246.0,692,1.0,<=>
1483,NMB0703,NGO_0277,96.269,268,10,0,1,268,1,268,0.0,531.0,268,1.0,<=>
1484,NMB0704,NGO_0278,97.867,375,8,0,1,375,1,375,0.0,757.0,375,1.0,<=>
1488,NMB0706,NGO_0281,95.0,260,13,0,1,260,1,260,1.04e-177,485.0,260,1.0,<=>
1489,NMB0707,NGO_0282,94.375,160,9,0,1,160,1,160,1.03e-112,313.0,160,1.0,<=>
1490,NMB0708,NGO_0283,96.396,333,12,0,1,333,1,333,0.0,632.0,333,1.0,<=>
1491,NMB0709,NGO_0284,100.0,140,0,0,1,140,1,140,3.7300000000000005e-103,287.0,140,1.0,<=>
1492,NMB0710,NGO_0285,95.349,172,8,0,18,189,1,172,4.98e-117,325.0,189,0.91005291005291,<=>
1493,NMB0711,NGO_0286,90.847,295,27,0,1,295,1,295,0.0,544.0,295,1.0,<=>
1494,NMB0712,NGO_0288,97.938,291,6,0,1,291,1,291,0.0,582.0,291,1.0,<=>
1496,NMB0713,NGO_0289,96.296,513,19,0,13,525,1,513,0.0,1018.0,525,0.9771428571428571,<=>
1497,NMB0714,NGO_0290,62.5,248,78,3,1,238,1,243,1.1199999999999999e-95,277.0,252,0.9841269841269841,<=>
1501,NMB0718,NGO_0293,94.955,337,17,0,25,361,1,337,0.0,677.0,361,0.9335180055401662,<=>
1502,NMB0719,NGO_0294,96.774,372,12,0,1,372,1,372,0.0,755.0,372,1.0,<=>
1503,NMB0720,NGO_0295,98.119,638,12,0,1,638,1,638,0.0,1311.0,638,1.0,<=>
1506,NMB0721,NGO_0296,100.0,156,0,0,1,156,19,174,1.7499999999999999e-113,315.0,156,1.0,<=>
1507,NMB0722,NGO_0297,100.0,66,0,0,1,66,1,66,1.21e-43,130.0,66,1.0,<=>
1508,NMB0723,NGO_0298,99.167,120,1,0,1,120,1,120,3.71e-82,232.0,120,1.0,<=>
1509,NMB0724,NGO_0299,99.39,328,2,0,1,328,1,328,0.0,675.0,331,0.9909365558912386,<=>
1516,NMB0725,NGO_06150,30.928,97,57,2,254,350,17,103,6.69e-08,46.2,353,0.2747875354107649,<=>
1518,NMB0728,NGO_0304,92.005,788,63,0,1,788,1,788,0.0,1486.0,788,1.0,<=>
1519,NMB0729,NGO_0305,99.01,101,1,0,1,101,1,101,6.21e-72,205.0,101,1.0,<=>
1522,NMB0730,NGO_0307,95.679,162,7,0,1,162,1,162,7.74e-104,290.0,162,1.0,<=>
1523,NMB0731,NGO_01650,94.444,72,4,0,1,72,1,72,5.77e-39,120.0,76,0.9473684210526315,<=>
1524,NMB0732,NGO_0308,97.465,434,11,0,1,434,1,434,0.0,884.0,434,1.0,<=>
1527,NMB0733,NGO_0309,91.667,216,18,0,1,216,1,216,1.02e-149,411.0,216,1.0,<=>
1528,NMB0734,NGO_0310,85.535,159,23,0,1,159,1,159,1.4299999999999999e-95,269.0,159,1.0,<=>
1529,NMB0735,NGO_0312,96.633,297,10,0,1,297,1,297,0.0,575.0,297,1.0,<=>
1530,NMB0736,NGO_0313,97.333,150,4,0,1,150,1,150,1.6100000000000001e-103,288.0,150,1.0,<=>
1531,NMB0737,NGO_0314,98.754,321,4,0,1,321,1,321,0.0,640.0,321,1.0,<=>
1532,NMB0738,NGO_0315,96.14,285,11,0,1,285,1,285,0.0,562.0,285,1.0,<=>
1533,NMB0739,NGO_0316,97.411,309,8,0,1,309,1,309,0.0,625.0,506,0.6106719367588933,<=>
1539,NMB0740,NGO_0318,97.133,558,16,0,1,558,1,558,0.0,1089.0,558,1.0,<=>
1540,NMB0741,NGO_0319,92.484,479,36,0,2,480,62,540,0.0,900.0,480,0.9979166666666667,<=>
1542,NMB0742,NGO_0320,96.639,119,4,0,1,119,1,119,1.21e-84,239.0,120,0.9916666666666667,<=>
1543,NMB0743,NGO_0321,98.78,246,3,0,1,246,1,246,0.0,498.0,246,1.0,<=>
1544,NMB0744,NGO_0322,96.25,160,6,0,1,160,1,160,1.24e-113,315.0,160,1.0,<=>
1545,NMB0745,NGO_0323,93.939,165,10,0,1,165,1,165,1.08e-114,318.0,165,1.0,<=>
1546,NMB0746,NGO_0324,96.8,125,4,0,1,125,1,125,8.98e-88,247.0,125,1.0,<=>
1547,NMB0747,NGO_0668,34.694,49,32,0,25,73,228,276,0.000199,37.0,189,0.25925925925925924,->
1548,NMB0748,NGO_0326,97.959,98,2,0,1,98,1,98,2.6699999999999997e-68,195.0,98,1.0,<=>
1549,NMB0749,NGO_0327,98.083,313,6,0,1,313,1,313,0.0,630.0,313,1.0,<=>
1551,NMB0750,NGO_0328,97.279,147,4,0,1,147,1,147,8.72e-106,294.0,147,1.0,<=>
1552,NMB0751,NGO_0329,93.836,292,18,0,1,292,1,292,0.0,542.0,292,1.0,<=>
1555,NMB0752,NGO_01775,100.0,67,0,0,1,67,1,67,1.96e-44,133.0,67,1.0,<=>
1556,NMB0753,NGO_0331,97.436,78,2,0,1,78,1,78,4.2e-53,155.0,78,1.0,<=>
1557,NMB0756,NGO_0332,93.907,279,17,0,1,279,1,279,1.08e-180,496.0,307,0.9087947882736156,<=>
1559,NMB0757,NGO_0333,96.181,288,11,0,1,288,1,288,0.0,569.0,288,1.0,<=>
1560,NMB0758,NGO_0335,98.161,707,13,0,2,708,1,707,0.0,1411.0,708,0.998587570621469,<=>
1564,NMB0759,NGO_0336,97.309,223,6,0,21,243,1,223,4.64e-154,423.0,243,0.9176954732510288,<=>
1565,NMB0760,NGO_0338,97.183,284,8,0,1,284,1,284,0.0,561.0,284,1.0,<=>
1566,NMB0763,NGO_0340,95.177,311,15,0,1,311,1,311,0.0,569.0,311,1.0,<=>
1568,NMB0765,NGO_0343,97.941,340,7,0,1,340,1,340,0.0,687.0,340,1.0,<=>
1569,NMB0766,NGO_0344,99.498,598,3,0,1,598,1,598,0.0,1217.0,598,1.0,<=>
1578,NMB0767,NGO_0345,95.726,234,10,0,1,234,1,234,3.61e-154,424.0,234,1.0,<=>
1579,NMB0768,NGO_0346,98.383,371,6,0,1,371,7,377,0.0,756.0,371,1.0,<=>
1583,NMB0769,NGO_0347,93.827,324,20,0,1,324,1,324,0.0,629.0,326,0.9938650306748467,<=>
1585,NMB0770,NGO_0348,96.581,117,4,0,1,117,1,117,1.55e-82,233.0,117,1.0,<=>
1586,NMB0771,NGO_0349,97.692,260,6,0,1,260,1,260,0.0,533.0,260,1.0,<=>
1588,NMB0772,NGO_0350,95.833,72,3,0,1,72,1,72,5.89e-49,144.0,72,1.0,<=>
1589,NMB0773,NGO_0351,99.038,104,1,0,1,104,1,104,4.56e-76,216.0,104,1.0,<=>
1591,NMB0774,NGO_0353,98.086,209,4,0,1,209,1,209,2.2999999999999997e-152,417.0,209,1.0,<=>
1592,NMB0775,NGO_0354,97.196,107,3,0,1,107,1,107,2.0399999999999998e-74,211.0,107,1.0,<=>
1593,NMB0776,NGO_0358,97.842,139,3,0,1,139,1,139,5.87e-102,284.0,140,0.9928571428571429,<=>
1594,NMB0777,NGO_0359,88.211,246,29,0,1,246,8,253,4.38e-161,442.0,247,0.9959514170040485,<=>
1595,NMB0778,NGO_0360,95.294,425,20,0,1,425,21,445,0.0,783.0,425,1.0,<=>
1596,NMB0779,NGO_0361,95.274,402,19,0,1,402,1,402,0.0,728.0,408,0.9852941176470589,<=>
1597,NMB0781,NGO_0362,97.183,355,10,0,1,355,1,355,0.0,711.0,355,1.0,<=>
1598,NMB0782,NGO_0367,98.043,460,9,0,1,460,1,460,0.0,930.0,460,1.0,<=>
1602,NMB0783,NGO_0368,97.638,127,3,0,34,160,1,127,1.17e-89,253.0,160,0.79375,<=>
1603,NMB0784,NGO_0369,96.667,120,4,0,1,120,1,120,7.68e-85,239.0,120,1.0,<=>
1605,NMB0785,NGO_0370,94.191,1205,66,1,1,1205,1,1201,0.0,2331.0,1205,1.0,<=>
1608,NMB0786,NGO_0371,97.69,303,7,0,1,303,1,303,0.0,611.0,303,1.0,<=>
1609,NMB0787,NGO_0372,97.818,275,6,0,2,276,1,275,0.0,539.0,276,0.9963768115942029,<=>
1612,NMB0788,NGO_0373,94.57,221,12,0,1,221,19,239,1.23e-151,417.0,221,1.0,<=>
1616,NMB0789,NGO_0374,94.841,252,13,0,1,252,1,252,6.1200000000000006e-179,488.0,252,1.0,<=>
1646,NMB0790,NGO_0375,92.408,461,35,0,1,461,1,461,0.0,875.0,461,1.0,<=>
1648,NMB0791,NGO_0376,97.647,170,4,0,1,170,1,170,3.88e-124,342.0,170,1.0,<=>
1650,NMB0792,NGO_0377,99.364,472,3,0,1,472,1,472,0.0,931.0,472,1.0,<=>
1651,NMB0794,NGO_0378,85.124,121,18,0,1,121,1,121,3.21e-71,204.0,121,1.0,<=>
1652,NMB0795,NGO_0379,97.927,193,4,0,1,193,1,193,3.14e-143,392.0,193,1.0,<=>
1653,NMB0796,NGO_0380,97.849,93,2,0,1,93,1,93,1.15e-63,183.0,93,1.0,<=>
1654,NMB0797,NGO_0381,98.611,144,2,0,3,146,1,144,9e-106,294.0,146,0.9863013698630136,<=>
1655,NMB0798,NGO_0382,98.933,656,7,0,1,656,1,656,0.0,1334.0,656,1.0,<=>
1657,NMB0799,NGO_0383,98.551,207,3,0,1,207,1,207,2.75e-156,427.0,207,1.0,<=>
1658,NMB0800,NGO_0384,94.737,95,5,0,1,95,1,95,4.67e-62,179.0,95,1.0,<=>
1659,NMB0801,NGO_0385,98.204,334,6,0,1,334,1,334,0.0,669.0,334,1.0,<=>
1660,NMB0802,NGO_0386,94.819,386,20,0,1,386,1,386,0.0,741.0,386,1.0,<=>
1662,NMB0803,NGO_0387,94.961,258,13,0,1,258,1,258,0.0,513.0,258,1.0,<=>
1663,NMB0804,NGO_0388,96.847,222,7,0,1,222,1,222,3.6200000000000006e-163,445.0,222,1.0,<=>
1664,NMB0806,NGO_0389,96.443,253,9,0,1,253,1,253,0.0,493.0,253,1.0,<=>
1667,NMB0807,NGO_0390,95.623,297,13,0,1,297,1,297,0.0,583.0,297,1.0,<=>
1668,NMB0808,NGO_0391,95.238,189,9,0,1,189,1,189,1.1000000000000002e-124,345.0,189,1.0,<=>
1669,NMB0809,NGO_0392,88.722,266,23,1,1,266,1,259,2.3300000000000002e-177,484.0,266,1.0,<=>
1670,NMB0810,NGO_0393,96.313,217,8,0,1,217,1,217,7.6e-158,431.0,217,1.0,<=>
1672,NMB0811,NGO_0394,95.677,347,15,0,1,347,1,347,0.0,681.0,347,1.0,<=>
1673,NMB0812,NGO_0395,94.783,460,24,0,1,460,1,460,0.0,875.0,460,1.0,<=>
1674,NMB0813,NGO_0396,79.365,63,13,0,1,63,1,63,2.09e-30,97.4,63,1.0,<=>
1675,NMB0814,NGO_0397,98.177,384,7,0,1,384,1,384,0.0,758.0,384,1.0,<=>
1676,NMB0815,NGO_0398,97.691,433,10,0,3,435,1,433,0.0,855.0,435,0.9954022988505747,<=>
1677,NMB0822,NGO_0399,99.643,280,1,0,69,348,1,280,0.0,561.0,348,0.8045977011494253,<=>
1678,NMB0823,NGO_0400,98.611,216,3,0,1,216,1,216,7.89e-155,424.0,216,1.0,<=>
1679,NMB0824,NGO_0401,97.166,247,7,0,1,247,1,247,0.0,493.0,247,1.0,<=>
1680,NMB0826,NGO_1991,33.244,373,168,12,43,411,7,302,7.49e-51,170.0,412,0.9053398058252428,->
1689,NMB0828,NGO_0403,97.313,335,9,0,1,335,1,335,0.0,683.0,335,1.0,<=>
1692,NMB0829,NGO_0404,97.67,515,12,0,1,515,1,515,0.0,1038.0,515,1.0,<=>
1696,NMB0833,NGO_0407,99.138,116,1,0,1,116,1,116,8.94e-77,241.0,129,0.8992248062015504,->
1697,NMB0835,NGO_0407,97.492,917,23,0,6,922,117,1033,0.0,1852.0,922,0.9945770065075922,<=>
1699,NMB0836,NGO_0408,95.455,770,29,1,1,770,1,764,0.0,1452.0,770,1.0,<=>
1703,NMB0837,NGO_0409,99.01,101,1,0,1,101,5,105,3.1000000000000003e-72,206.0,101,1.0,<=>
1704,NMB0838,NGO_0410,100.0,68,0,0,1,68,1,68,3.1699999999999997e-46,137.0,68,1.0,<=>
1705,NMB0839,NGO_0411,96.622,444,15,0,1,444,1,444,0.0,883.0,444,1.0,<=>
1707,NMB0840,NGO_0412,92.308,169,13,0,11,179,1,169,8.61e-115,319.0,179,0.9441340782122905,<=>
1708,NMB0841,NGO_0413,90.043,231,23,0,1,231,1,231,2.97e-159,437.0,239,0.9665271966527197,<=>
1709,NMB0842,NGO_0414,96.825,567,18,0,1,567,1,567,0.0,1124.0,567,1.0,<=>
1710,NMB0843,NGO_0415,97.137,454,12,1,1,454,1,453,0.0,902.0,454,1.0,<=>
1712,NMB0844,NGO_0416,98.148,108,2,0,1,108,1,108,1.49e-76,217.0,108,1.0,<=>
1713,NMB0845,NGO_0417,96.541,318,11,0,1,318,1,318,0.0,625.0,318,1.0,<=>
1714,NMB0846,NGO_0418,82.418,182,30,1,143,324,1,180,1.18e-105,303.0,345,0.527536231884058,<=>
1717,NMB0848,NGO_0420,91.403,221,19,0,15,235,25,245,1.79e-149,412.0,235,0.9404255319148936,<=>
1718,NMB0849,NGO_0421,98.942,189,2,0,1,189,1,189,2.15e-141,387.0,189,1.0,<=>
1719,NMB0850,NGO_0422,82.5,120,21,0,1,120,1,120,4.25e-75,216.0,139,0.8633093525179856,<=>
1720,NMB0851,NGO_0423,99.667,300,1,0,1,300,1,300,0.0,611.0,300,1.0,<=>
1721,NMB0852,NGO_0424,97.119,486,14,0,1,486,1,486,0.0,968.0,486,1.0,<=>
1730,NMB0853,NGO_0425,97.143,210,6,0,1,210,1,210,5.1399999999999995e-149,409.0,210,1.0,<=>
1731,NMB0854,NGO_0426,96.991,432,13,0,1,432,1,432,0.0,868.0,432,1.0,<=>
1732,NMB0855,NGO_1395,92.537,201,15,0,17,217,14,214,5.05e-142,391.0,219,0.9178082191780822,<=>
1736,NMB0856,NGO_0161,96.795,156,5,0,1,156,1,156,1.35e-109,304.0,156,1.0,<=>
1737,NMB0857,NGO_00870,100.0,59,0,0,1,59,1,59,2.32e-40,122.0,59,1.0,<=>
1739,NMB0859,NGO_0163,95.238,126,6,0,1,126,1,126,5.8700000000000006e-86,242.0,126,1.0,<=>
1740,NMB0860,NGO_0164,97.674,86,2,0,1,86,37,122,4.1300000000000005e-59,172.0,86,1.0,<=>
1741,NMB0861,NGO_0165,98.352,182,1,1,1,182,1,180,5.86e-132,363.0,182,1.0,<=>
1742,NMB0863,NGO_02280,100.0,91,0,0,1,91,1,91,6.97e-59,171.0,91,1.0,<=>
1743,NMB0864,NGO_0430,98.969,97,1,0,1,97,1,97,1.46e-66,191.0,97,1.0,<=>
1744,NMB0865,NGO_0165,72.549,102,20,3,1,101,1,95,5.09e-43,137.0,158,0.6455696202531646,->
1746,NMB0866,NGO_0432,95.031,161,8,0,1,161,1,161,8.29e-111,314.0,290,0.5551724137931034,<=>
1747,NMB0867,NGO_0433,96.429,308,11,0,1,308,1,308,0.0,610.0,308,1.0,<=>
1751,NMB0868,NGO_0434,97.196,214,6,0,1,214,1,214,8.25e-155,424.0,214,1.0,<=>
1752,NMB0869,NGO_0435,96.97,264,8,0,1,264,1,264,0.0,530.0,264,1.0,<=>
1753,NMB0870,NGO_0436,96.212,264,10,0,1,264,1,264,0.0,493.0,264,1.0,<=>
1754,NMB0871,NGO_0437,87.455,279,35,0,1,279,1,279,0.0,503.0,279,1.0,<=>
1755,NMB0873,NGO_0439,96.392,194,7,0,1,194,1,194,1.74e-141,388.0,194,1.0,<=>
1756,NMB0874,NGO_0440,91.844,282,23,0,1,282,1,282,0.0,533.0,282,1.0,<=>
1757,NMB0875,NGO_0441,99.695,328,1,0,1,328,1,328,0.0,660.0,328,1.0,<=>
1758,NMB0876,NGO_0442,98.953,191,2,0,1,191,1,191,6.04e-140,384.0,191,1.0,<=>
1759,NMB0877,NGO_0443,96.154,390,15,0,1,390,1,390,0.0,766.0,390,1.0,<=>
1761,NMB0878,NGO_0444,98.821,509,6,0,1,509,1,509,0.0,1025.0,509,1.0,<=>
1763,NMB0879,NGO_0445,96.379,359,12,1,1,358,1,359,0.0,702.0,358,1.0027932960893855,<=>
1794,NMB0880,NGO_0446,94.872,273,14,0,1,273,1,273,1.06e-171,472.0,287,0.9512195121951219,<=>
1801,NMB0881,NGO_2078,33.846,130,75,2,78,205,70,190,2.78e-12,62.4,279,0.4659498207885305,->
1806,NMB0882,NGO_0448,93.694,111,7,0,1,111,1,111,1.28e-74,213.0,111,1.0,<=>
1807,NMB0883,NGO_0449,99.412,170,1,0,1,170,1,170,5.6e-122,337.0,170,1.0,<=>
1808,NMB0885,NGO_0451,97.868,469,10,0,1,469,1,469,0.0,936.0,469,1.0,<=>
1811,NMB0886,NGO_0452,83.258,221,37,0,1,221,1,221,7.11e-133,369.0,223,0.9910313901345291,<=>
1814,NMB0887,NGO_0453,90.196,204,19,1,3,205,1,204,9.75e-135,372.0,205,0.9951219512195122,<=>
1815,NMB0888,NGO_0454,73.171,328,73,4,1,314,1,327,1.76e-175,484.0,314,1.0445859872611465,<=>
1816,NMB0889,NGO_0455,89.109,202,17,2,1,197,1,202,6.34e-121,337.0,198,1.02020202020202,<=>
1817,NMB0890,NGO_0456,88.344,163,19,0,1,163,1,163,3.99e-107,299.0,163,1.0,<=>
1820,NMB0891,NGO_1465,48.78,41,21,0,15,55,72,112,4.22e-07,40.8,80,0.5125,<=>
1824,NMB0893,NGO_0459,95.364,151,7,0,1,151,1,151,3.1899999999999997e-106,295.0,151,1.0,<=>
1825,NMB0894,NGO_0460,96.465,396,14,0,1,396,1,396,0.0,790.0,396,1.0,<=>
1828,NMB0895,NGO_0461,94.615,260,14,0,1,260,1,260,0.0,508.0,260,1.0,<=>
1829,NMB0897,NGO_1651,96.85,127,4,0,1,127,1,127,7.22e-90,252.0,127,1.0,<=>
1830,NMB0899,NGO_0523,100.0,119,0,0,1,119,42,160,8.08e-88,248.0,119,1.0,<=>
1833,NMB0900,NGO_1652,53.285,137,62,2,164,299,138,273,8.530000000000001e-32,115.0,306,0.4477124183006536,<=>
1835,NMB0904,NGO_1622,52.083,48,23,0,36,83,41,88,2.37e-09,45.8,87,0.5517241379310345,<=>
1836,NMB0910,NGO_1116,78.992,238,48,2,3,239,1,237,1.5999999999999999e-137,382.0,239,0.99581589958159,<=>
1841,NMB0913,NGO_0516,77.586,116,26,0,1,116,1,116,4.11e-71,204.0,116,1.0,<=>
1842,NMB0914,NGO_0517,64.557,79,28,0,1,79,1,79,1.92e-32,103.0,79,1.0,<=>
1843,NMB0915,NGO_0523,27.273,143,94,3,5,147,13,145,6.29e-12,56.6,164,0.8719512195121951,->
1844,NMB0919,NGO_10180,86.111,108,15,0,1,108,1,108,7.3e-65,197.0,320,0.3375,->
1851,NMB0920,NGO_1082,97.709,742,17,0,1,742,1,742,0.0,1483.0,742,1.0,<=>
1852,NMB0922,NGO_1081,95.148,371,18,0,1,371,1,371,0.0,738.0,372,0.9973118279569892,<=>
1853,NMB0923,NGO_1080,92.157,153,12,0,1,153,1,153,5.69e-91,257.0,153,1.0,<=>
1854,NMB0924,NGO_1079,97.81,274,6,0,1,274,1,274,0.0,548.0,274,1.0,<=>
1858,NMB0925,NGO_1078,97.987,149,3,0,1,149,1,149,4.57e-109,303.0,149,1.0,<=>
1860,NMB0927,NGO_0949,97.106,311,9,0,1,311,1,311,0.0,621.0,311,1.0,<=>
1861,NMB0928,NGO_0948,97.34,376,10,0,24,399,1,376,0.0,746.0,399,0.9423558897243107,<=>
1862,NMB0929,NGO_0947,93.151,292,20,0,1,292,1,292,0.0,563.0,292,1.0,<=>
1863,NMB0930,NGO_0589,27.687,307,190,11,122,412,79,369,1.05e-19,86.7,464,0.6616379310344828,->
1864,NMB0931,NGO_04950,97.211,251,7,0,1,251,1,251,0.0,508.0,251,1.0,<=>
1866,NMB0932,NGO_0942,95.27,148,7,0,16,163,16,163,1.47e-92,262.0,163,0.9079754601226994,<=>
1867,NMB0933,NGO_0941,95.417,240,11,0,1,240,1,240,4.63e-171,467.0,240,1.0,<=>
1869,NMB0935,NGO_0940,88.782,312,35,0,1,312,1,312,0.0,568.0,314,0.9936305732484076,<=>
1870,NMB0937,NGO_0936,100.0,187,0,0,1,187,1,187,9.81e-139,380.0,187,1.0,<=>
1871,NMB0938,NGO_04910,73.034,178,13,1,137,279,1,178,2.14e-88,257.0,279,0.6379928315412187,<=>
1873,NMB0939,NGO_0934,97.423,194,5,0,1,194,1,194,2.43e-145,398.0,194,1.0,<=>
1875,NMB0940,NGO_0933,95.767,378,16,0,1,378,1,378,0.0,764.0,380,0.9947368421052631,<=>
1876,NMB0941,NGO_0931,97.619,42,1,0,1,42,1,42,3.26e-25,82.8,42,1.0,<=>
1877,NMB0942,NGO_0930,96.739,92,3,0,1,92,1,92,3.89e-65,187.0,92,1.0,<=>
1879,NMB0943,NGO_0929,98.294,293,5,0,1,293,1,293,0.0,597.0,293,1.0,<=>
1880,NMB0944,NGO_0928,97.365,759,20,0,1,759,1,759,0.0,1524.0,759,1.0,<=>
1881,NMB0945,NGO_0927,92.727,55,4,0,1,55,1,55,9.14e-34,105.0,55,1.0,<=>
1882,NMB0946,NGO_0926,98.78,246,3,0,1,246,1,246,0.0,499.0,246,1.0,<=>
1884,NMB0947,NGO_0925,97.863,468,10,0,1,468,1,468,0.0,936.0,468,1.0,<=>
1887,NMB0948,NGO_0923,97.619,126,3,0,1,126,1,126,3.1800000000000004e-85,240.0,126,1.0,<=>
1888,NMB0949,NGO_0922,97.368,114,3,0,1,114,1,114,6.05e-78,221.0,114,1.0,<=>
1889,NMB0950,NGO_0921,98.98,588,6,0,1,588,1,588,0.0,1208.0,588,1.0,<=>
1891,NMB0951,NGO_0920,99.153,236,2,0,1,236,1,236,2.53e-178,485.0,236,1.0,<=>
